k,mu,c,n,D1,D2,D3,D4,multiplicity_test
126,42,75,922,3614,12897700,22022631800,14716202350000,nonconstant_conjugate_multiplicity
126,42,84,877,3659,13224985,23494384115,552579827305,nonconstant_conjugate_multiplicity
126,45,45,1107,3429,11594745,14760970605,38885710688325,nonconstant_conjugate_multiplicity
126,45,50,1044,3492,12030768,16554761856,39955961760768,nonconstant_conjugate_multiplicity
126,45,54,1002,3534,12325860,17796729240,39151111438800,nonconstant_conjugate_multiplicity
126,45,63,927,3609,12861585,20107850265,33113897948925,nonconstant_conjugate_multiplicity
126,45,70,882,3654,13188420,21552826680,25291796821200,nonconstant_conjugate_multiplicity
126,45,75,855,3681,13386465,22441087665,18413164409805,nonconstant_conjugate_multiplicity
126,45,81,827,3709,13593385,23379254965,9002735823925,nonconstant_conjugate_multiplicity
126,50,57,862,3674,13334980,19233316520,43572558295600,nonconstant_conjugate_multiplicity
126,50,60,841,3695,13489729,19915048655,41183199529465,nonconstant_conjugate_multiplicity
126,50,63,822,3714,13630500,20540277000,38291304150000,nonconstant_conjugate_multiplicity
126,50,70,784,3752,13914208,21814908416,29893823561728,nonconstant_conjugate_multiplicity
126,50,76,757,3779,14117545,22740302555,21188497818025,nonconstant_conjugate_multiplicity
126,50,84,727,3809,14345185,23787909665,7888226619625,nonconstant_conjugate_multiplicity
126,63,63,627,3909,15116985,19197040365,40821008083965,nonconstant_conjugate_multiplicity
126,63,70,602,3934,15313060,20091174040,32022834936400,nonconstant_conjugate_multiplicity
126,63,75,587,3949,15431305,20634729445,24876770541325,nonconstant_conjugate_multiplicity
126,63,90,552,3984,15708960,21923792640,323160192000,nonconstant_conjugate_multiplicity
126,70,70,532,4004,15868720,18132994880,28542453587200,nonconstant_conjugate_multiplicity
126,70,72,527,4009,15908785,18316259065,25905779642425,nonconstant_conjugate_multiplicity
126,70,75,520,4016,15964960,18573839360,21793637662720,nonconstant_conjugate_multiplicity
126,70,84,502,4034,16109860,19241615240,8502105374800,nonconstant_conjugate_multiplicity
126,75,85,463,4073,16426033,17416282409,4358869528261,nonconstant_conjugate_multiplicity
127,42,51,1144,3428,11586592,16208132480,34811600896000,nonconstant_conjugate_multiplicity
127,63,64,636,3936,15327504,19836873216,41703193958400,noninteger_multiplicity
128,32,48,1653,2955,8566137,9749115315,5729391815409,nonconstant_conjugate_multiplicity
128,32,64,1399,3209,10131793,15611300441,5389441226401,nonconstant_conjugate_multiplicity
128,64,64,637,3971,15602953,20129257115,43484123044177,nonconstant_conjugate_multiplicity
129,32,43,1810,2834,7864372,7243579304,442650159568,nonconstant_conjugate_multiplicity
129,43,43,1282,3362,11135860,13456996712,33535473043216,nonconstant_conjugate_multiplicity
129,43,48,1202,3442,11680180,15650760232,37019878735216,nonconstant_conjugate_multiplicity
129,43,64,1030,3614,12893812,20818909592,31981854253360,nonconstant_conjugate_multiplicity
129,43,86,898,3746,13865332,25218626408,605206072240,nonconstant_conjugate_multiplicity
129,48,54,990,3654,13184532,19080851832,46500523254000,nonconstant_conjugate_multiplicity
129,48,72,861,3783,14143905,23383786023,29540910312045,nonconstant_conjugate_multiplicity
129,48,81,818,3826,14471092,24901398568,15253861989520,nonconstant_conjugate_multiplicity
129,48,86,798,3846,14624532,25621698168,6174100992240,nonconstant_conjugate_multiplicity
129,64,65,646,3998,15816820,20789552024,44409177263248,noninteger_multiplicity
129,64,78,603,4041,16162497,22410032265,25504517333565,nonconstant_conjugate_multiplicity
129,64,86,583,4061,16324537,23178990005,11745561206365,nonconstant_conjugate_multiplicity
130,39,43,1471,3209,10129201,11581361225,22069721214877,nonconstant_conjugate_multiplicity
130,39,65,1163,3517,12200809,19978786261,23486301466117,nonconstant_conjugate_multiplicity
130,39,70,1120,3560,12505120,21306400640,18636343398400,nonconstant_conjugate_multiplicity
130,43,45,1275,3405,11425545,14425735365,35290991891925,nonconstant_conjugate_multiplicity
130,43,58,1106,3574,12604996,19357084216,36923947754320,nonconstant_conjugate_multiplicity
130,43,65,1043,3637,13059289,21350561149,31902342021253,nonconstant_conjugate_multiplicity
130,43,78,956,3724,13699696,24246159616,15197395586560,nonconstant_conjugate_multiplicity
130,65,65,647,4033,16096609,21091174417,46275462319141,nonconstant_conjugate_multiplicity
130,65,78,604,4076,16445296,22737297536,27184010411008,nonconstant_conjugate_multiplicity
130,65,86,584,4096,16608736,23518314496,13259713162240,nonconstant_conjugate_multiplicity
130,78,86,476,4204,17505136,18769951936,7185755028736,nonconstant_conjugate_multiplicity
131,65,66,656,4060,16313824,21772253440,47244751538176,noninteger_multiplicity
132,33,44,1836,2916,8331984,7958860416,1384524264960,nonconstant_conjugate_multiplicity
132,33,66,1443,3309,10778409,17126725509,6093177288489,nonconstant_conjugate_multiplicity
132,44,44,1312,3440,11662528,14421800960,36775389036544,nonconstant_conjugate_multiplicity
132,44,66,1050,3702,13533732,22447402776,34564639641552,nonconstant_conjugate_multiplicity
132,44,88,919,3833,14520817,27025229609,661496716945,nonconstant_conjugate_multiplicity
132,66,66,657,4095,16597953,22083258015,49199077099737,nonconstant_conjugate_multiplicity
133,33,50,1730,3058,9178996,10805809960,5852032938160,nonconstant_conjugate_multiplicity
133,33,56,1616,3172,9889216,13461460480,8242947051520,noninteger_multiplicity
133,33,70,1426,3362,11130676,18441578600,2848594846000,nonconstant_conjugate_multiplicity
133,38,38,1751,3037,9051001,7745154805,7664813337325,nonconstant_conjugate_multiplicity
133,38,42,1641,3147,9731241,10166399235,14978145825765,nonconstant_conjugate_multiplicity
133,38,55,1394,3394,11346868,16447772008,25172630644816,nonconstant_conjugate_multiplicity
133,38,57,1366,3422,11537716,17236545560,25172802705040,nonconstant_conjugate_multiplicity
133,38,66,1261,3527,12267361,20338886375,21109052084005,nonconstant_conjugate_multiplicity
133,38,70,1223,3565,12536857,21518771365,17471345003245,nonconstant_conjugate_multiplicity
133,38,77,1166,3622,12946516,23346615160,8892137428240,nonconstant_conjugate_multiplicity
133,42,77,1046,3742,13830196,24866233624,17586767556880,nonconstant_conjugate_multiplicity
133,44,57,1156,3632,13019056,19946537216,41424359261440,nonconstant_conjugate_multiplicity
133,57,76,750,4038,16133076,25770402936,36174451399344,nonconstant_conjugate_multiplicity
133,57,77,746,4042,16165396,25926568264,34461683523280,nonconstant_conjugate_multiplicity
133,57,88,708,4080,16474032,27429546240,13557303051264,nonconstant_conjugate_multiplicity
133,66,67,666,4122,16818516,22785443208,50213989417680,noninteger_multiplicity
133,76,77,536,4252,17907136,20858883328,28885112504320,noninteger_multiplicity
133,77,84,514,4274,18094708,21037328936,16711103779696,nonconstant_conjugate_multiplicity
134,38,42,1676,3148,9736240,10030333888,13919507411200,nonconstant_conjugate_multiplicity
134,38,48,1542,3282,10597860,13285129032,21442472177616,nonconstant_conjugate_multiplicity
134,38,56,1408,3416,11495392,16893513728,25053430743040,nonconstant_conjugate_multiplicity
134,38,67,1276,3548,12414640,20807799488,20527634982400,nonconstant_conjugate_multiplicity
134,67,67,667,4157,17106985,23105973653,52259081584717,nonconstant_conjugate_multiplicity
135,45,45,1342,3518,12201364,15431650712,40244576148496,nonconstant_conjugate_multiplicity
135,45,54,1208,3652,13162144,19528208128,45358717272064,nonconstant_conjugate_multiplicity
135,45,60,1141,3719,13656001,21723128999,43870607646181,nonconstant_conjugate_multiplicity
135,45,67,1078,3782,14128564,23878352888,38349106259920,nonconstant_conjugate_multiplicity
135,45,90,940,3920,15191440,28916115200,721617664000,nonconstant_conjugate_multiplicity
135,54,67,876,3984,15697296,25176648960,51530970002688,nonconstant_conjugate_multiplicity
135,54,81,806,4054,16259956,27900033400,29085083907664,nonconstant_conjugate_multiplicity
135,67,68,676,4184,17330896,23829587072,53321026544128,noninteger_multiplicity
135,67,72,661,4199,17456641,24443021447,47306861918293,nonconstant_conjugate_multiplicity
135,67,85,622,4238,17785684,26064530648,24147211490704,nonconstant_conjugate_multiplicity
135,67,90,610,4250,17887540,26571221000,14097686009200,nonconstant_conjugate_multiplicity
136,34,45,1901,2995,8793769,8521161355,1125236833045,nonconstant_conjugate_multiplicity
136,34,51,1757,3139,9677065,11703526075,7309398738445,nonconstant_conjugate_multiplicity
136,34,54,1697,3199,10057345,13143747295,9054159898585,nonconstant_conjugate_multiplicity
136,34,60,1595,3301,10720345,15751398205,10062560189185,nonconstant_conjugate_multiplicity
136,34,68,1487,3409,11445025,18737176465,6863671909105,nonconstant_conjugate_multiplicity
136,34,72,1442,3454,11753860,20051229880,3583810848400,nonconstant_conjugate_multiplicity
136,36,40,1922,2974,8668420,7047963640,381316925200,nonconstant_conjugate_multiplicity
136,36,50,1667,3229,10250185,12759797125,14284518015625,nonconstant_conjugate_multiplicity
136,36,51,1647,3249,10379745,13259770065,15049926788085,nonconstant_conjugate_multiplicity
136,36,60,1497,3399,11376945,17261430615,17431752503025,nonconstant_conjugate_multiplicity
136,36,68,1397,3499,12066745,20182879315,13685772950305,nonconstant_conjugate_multiplicity
136,36,75,1327,3569,12561505,22352450705,6764049714325,nonconstant_conjugate_multiplicity
136,40,48,1514,3382,11261668,14418372376,27186018140176,nonconstant_conjugate_multiplicity
136,40,51,1460,3436,11629840,15913627840,29581079603200,nonconstant_conjugate_multiplicity
136,40,54,1412,3484,11962000,17293182400,30932655558400,nonconstant_conjugate_multiplicity
136,40,68,1244,3652,13160848,22505260096,25937522181376,nonconstant_conjugate_multiplicity
136,40,72,1208,3688,13425088,23701625344,21758845161472,nonconstant_conjugate_multiplicity
136,40,81,1140,3756,13931280,26039897280,8969646067200,nonconstant_conjugate_multiplicity
136,45,51,1273,3623,12949873,18392786279,45028923374029,nonconstant_conjugate_multiplicity
136,45,52,1259,3637,13051513,18833524381,45409457569105,nonconstant_conjugate_multiplicity
136,45,56,1208,3688,13425088,20475362944,45817317827584,nonconstant_conjugate_multiplicity
136,45,68,1091,3805,14301769,24460705045,38257635489073,nonconstant_conjugate_multiplicity
136,45,78,1021,3875,14839369,26993904875,24457180623673,nonconstant_conjugate_multiplicity
136,45,84,987,3909,15104025,28265294925,13771773399825,nonconstant_conjugate_multiplicity
136,51,51,1097,3799,14256145,20260769815,58875316567885,nonconstant_conjugate_multiplicity
136,51,60,1007,3889,14948065,23431633345,56433840486625,nonconstant_conjugate_multiplicity
136,51,68,947,3949,15418345,25650275365,48587839316305,nonconstant_conjugate_multiplicity
136,51,72,922,3974,15616420,26599810040,43131659872720,nonconstant_conjugate_multiplicity
136,51,75,905,3991,15751825,27254000215,38478921180205,nonconstant_conjugate_multiplicity
136,51,85,857,4039,16137265,29138577895,20086250579125,nonconstant_conjugate_multiplicity
136,51,90,837,4059,16299225,29940259635,9511547474025,nonconstant_conjugate_multiplicity
136,54,68,887,4009,15895825,25849971865,52042152553105,nonconstant_conjugate_multiplicity
136,54,82,817,4079,16461985,28610697455,28867489038025,nonconstant_conjugate_multiplicity
136,54,85,805,4091,16560025,29095948835,22862995717045,nonconstant_conjugate_multiplicity
136,60,68,785,4111,16724065,25596997615,55877468932465,nonconstant_conjugate_multiplicity
136,60,72,766,4130,16880644,26361971720,49900260423952,nonconstant_conjugate_multiplicity
136,60,76,749,4147,17021353,27054003691,43212927212449,nonconstant_conjugate_multiplicity
136,68,68,677,4219,17623705,24159787075,55459652980705,nonconstant_conjugate_multiplicity
136,68,72,662,4234,17750500,24782533480,49397447284240,nonconstant_conjugate_multiplicity
136,68,85,623,4273,18082273,26428475089,25999417148461,nonconstant_conjugate_multiplicity
136,68,90,611,4285,18184969,26942747365,15832416772585,nonconstant_conjugate_multiplicity
136,72,80,596,4300,18313744,24581483200,33735433304320,nonconstant_conjugate_multiplicity
136,72,85,584,4312,18417088,25095702016,24443485493248,nonconstant_conjugate_multiplicity
136,72,96,562,4334,18607300,26048120120,2238912017680,nonconstant_conjugate_multiplicity
137,68,69,686,4246,17850964,24905150776,56570061567760,noninteger_multiplicity
138,46,46,1372,3596,12752368,16487573696,43953603388672,nonconstant_conjugate_multiplicity
138,46,69,1098,3870,14798052,25660654200,41304104598384,nonconstant_conjugate_multiplicity
138,46,92,961,4007,15877201,30893204663,785738480425,nonconstant_conjugate_multiplicity
138,69,69,687,4281,18148113,25245164025,58805031502197,nonconstant_conjugate_multiplicity
139,69,70,696,4308,18378720,26012600064,59965356146688,noninteger_multiplicity
140,35,60,1670,3370,11175460,16413315400,11337825442000,nonconstant_conjugate_multiplicity
140,35,70,1531,3509,12131641,20445542909,7705018688761,nonconstant_conjugate_multiplicity
140,70,70,697,4343,18680209,26362570247,62299520371561,nonconstant_conjugate_multiplicity
141,35,47,1978,3098,9414868,9493721864,749590523152,nonconstant_conjugate_multiplicity
141,35,53,1834,3242,10327828,12894821576,7459634237776,nonconstant_conjugate_multiplicity
141,42,45,1646,3430,11582164,13588576120,26699226518800,nonconstant_conjugate_multiplicity
141,42,47,1602,3474,11885940,14818208040,29947629387600,nonconstant_conjugate_multiplicity
141,42,55,1458,3618,12907188,19127309544,37338344575056,nonconstant_conjugate_multiplicity
141,42,66,1317,3759,13947345,23782685535,35505355780485,nonconstant_conjugate_multiplicity
141,47,47,1402,3674,13315540,17590597640,47913277930000,nonconstant_conjugate_multiplicity
141,47,56,1267,3809,14325745,22084829585,53968399122085,nonconstant_conjugate_multiplicity
141,47,60,1220,3856,14686000,23746481920,53464739722240,nonconstant_conjugate_multiplicity
141,47,70,1126,3950,15419764,27223731800,45622786023280,nonconstant_conjugate_multiplicity
141,47,84,1032,4044,16171200,30910394880,22946384609280,nonconstant_conjugate_multiplicity
141,47,94,982,4094,16578100,32958419480,854032397680,nonconstant_conjugate_multiplicity
141,60,63,894,4182,17306388,26848389816,73214655452496,nonconstant_conjugate_multiplicity
141,60,81,800,4276,18101440,30851511040,44642767052800,nonconstant_conjugate_multiplicity
141,70,71,706,4370,18914164,27152400680,63511234946896,noninteger_multiplicity
141,70,94,637,4439,19521985,30279240215,16786534412725,nonconstant_conjugate_multiplicity
141,84,95,518,4558,20592628,24392902744,7061729167696,nonconstant_conjugate_multiplicity
142,47,57,1279,3833,14507857,22688542745,54578305972405,nonconstant_conjugate_multiplicity
142,47,71,1139,3973,15600697,27859093165,45518214434845,nonconstant_conjugate_multiplicity
142,71,71,707,4405,19219993,27512471485,65947485819037,nonconstant_conjugate_multiplicity
142,71,94,638,4474,19832644,30684427912,18762288301648,nonconstant_conjugate_multiplicity
143,71,72,716,4432,19457296,28325018368,67212085642240,noninteger_multiplicity
143,71,78,694,4454,19652788,29336342264,56271514940848,nonconstant_conjugate_multiplicity
143,71,88,664,4484,19920928,30736277504,35099474034688,nonconstant_conjugate_multiplicity
143,71,99,638,4510,20154772,31969135000,8632382288464,nonconstant_conjugate_multiplicity
144,36,48,2004,3180,9925776,10347618240,1980825912576,nonconstant_conjugate_multiplicity
